,C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
299,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,45442,1459,F,62571.45,1995-02-07,1-URGENT,Clerk#000000655,0,"regular, pending dependencies wake. slyly silent",45442,211,66,2,20.00,22224.20,0.09,0.02,N,F,1995-06-03,1995-03-22,1995-06-18,COLLECT COD,RAIL,ly across t
300,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,45442,1459,F,62571.45,1995-02-07,1-URGENT,Clerk#000000655,0,"regular, pending dependencies wake. slyly silent",45442,858,92,3,8.00,14070.80,0.04,0.00,R,F,1995-04-14,1995-04-01,1995-04-25,TAKE BACK RETURN,SHIP, deposits sleep furiously flu
301,1459,Customer#000001459,2sPwjFNEFf9dN4az,11,21-424-586-6295,9270.88,AUTOMOBILE,ounts use blithely. blithely pending packages use ironic deposits. final accounts boost slyly. care,45442,1459,F,62571.45,1995-02-07,1-URGENT,Clerk#000000655,0,"regular, pending dependencies wake. slyly silent",45442,908,9,4,6.00,10853.40,0.06,0.07,R,F,1995-04-08,1995-04-01,1995-04-20,NONE,TRUCK,the packages. carefully pending accou
302,1471,Customer#000001471,"lbRP,tSo,eQT6rDDNNIBx",5,15-230-827-4758,3872.86,AUTOMOBILE,thely according to the carefully ironic foxes; packages according to the quickly special deposits wake fur,27811,1471,F,179863.52,1995-03-05,4-NOT SPECIFIED,Clerk#000000381,0,nding packages are slyly pinto be,27811,1135,36,1,42.00,43517.46,0.07,0.08,R,F,1995-04-27,1995-04-21,1995-05-09,TAKE BACK RETURN,FOB,ts use carefully qu
303,1471,Customer#000001471,"lbRP,tSo,eQT6rDDNNIBx",5,15-230-827-4758,3872.86,AUTOMOBILE,thely according to the carefully ironic foxes; packages according to the quickly special deposits wake fur,27811,1471,F,179863.52,1995-03-05,4-NOT SPECIFIED,Clerk#000000381,0,nding packages are slyly pinto be,27811,1462,63,2,4.00,5453.84,0.08,0.02,A,F,1995-04-23,1995-04-20,1995-05-21,COLLECT COD,RAIL,y regular packages wake carefully. 
304,1471,Customer#000001471,"lbRP,tSo,eQT6rDDNNIBx",5,15-230-827-4758,3872.86,AUTOMOBILE,thely according to the carefully ironic foxes; packages according to the quickly special deposits wake fur,27811,1471,F,179863.52,1995-03-05,4-NOT SPECIFIED,Clerk#000000381,0,nding packages are slyly pinto be,27811,1338,39,4,31.00,38419.23,0.02,0.04,R,F,1995-05-19,1995-04-13,1995-06-10,DELIVER IN PERSON,TRUCK,ptotes wake sl
305,1471,Customer#000001471,"lbRP,tSo,eQT6rDDNNIBx",5,15-230-827-4758,3872.86,AUTOMOBILE,thely according to the carefully ironic foxes; packages according to the quickly special deposits wake fur,27811,1471,F,179863.52,1995-03-05,4-NOT SPECIFIED,Clerk#000000381,0,nding packages are slyly pinto be,27811,1430,9,5,11.00,14645.73,0.08,0.06,A,F,1995-04-30,1995-04-07,1995-05-13,DELIVER IN PERSON,SHIP,fily permanent cour
306,1498,Customer#000001498,"x XToT5oFi7oIsRG2mgIL3ncvYJoWBsufsQ7N,z",19,29-676-227-6356,5810.56,AUTOMOBILE,ackages are slyly unusual req,8480,1498,F,261895.37,1995-01-30,2-HIGH,Clerk#000000528,0,iously final Tiresias. even theodolites sublate above th,8480,1294,32,1,4.00,4781.16,0.03,0.06,R,F,1995-05-25,1995-03-17,1995-06-07,TAKE BACK RETURN,REG AIR,refully regular ideas? slyly 
307,1498,Customer#000001498,"x XToT5oFi7oIsRG2mgIL3ncvYJoWBsufsQ7N,z",19,29-676-227-6356,5810.56,AUTOMOBILE,ackages are slyly unusual req,8480,1498,F,261895.37,1995-01-30,2-HIGH,Clerk#000000528,0,iously final Tiresias. even theodolites sublate above th,8480,1563,84,3,27.00,39543.12,0.05,0.02,A,F,1995-03-24,1995-03-24,1995-04-13,NONE,SHIP, accounts 
308,1498,Customer#000001498,"x XToT5oFi7oIsRG2mgIL3ncvYJoWBsufsQ7N,z",19,29-676-227-6356,5810.56,AUTOMOBILE,ackages are slyly unusual req,8480,1498,F,261895.37,1995-01-30,2-HIGH,Clerk#000000528,0,iously final Tiresias. even theodolites sublate above th,8480,560,91,6,1.00,1460.56,0.06,0.02,A,F,1995-03-15,1995-03-31,1995-03-28,TAKE BACK RETURN,FOB,r excuses haggle. blithely even 
309,1498,Customer#000001498,"x XToT5oFi7oIsRG2mgIL3ncvYJoWBsufsQ7N,z",19,29-676-227-6356,5810.56,AUTOMOBILE,ackages are slyly unusual req,8480,1498,F,261895.37,1995-01-30,2-HIGH,Clerk#000000528,0,iously final Tiresias. even theodolites sublate above th,8480,1684,26,7,48.00,76112.64,0.07,0.08,A,F,1995-04-25,1995-04-28,1995-05-25,COLLECT COD,REG AIR,hely carefully express pack
310,1499,Customer#000001499,"4,6jWOEqfnuXkwhB7gs0M9TcWJlaJNv4bt",3,13-273-527-9609,9128.69,AUTOMOBILE,ole blithely permanent instructions. carefully even packages,48295,1499,F,98529.72,1994-11-24,3-MEDIUM,Clerk#000000724,0,nding instructions. exp,48295,1897,27,1,28.00,50368.92,0.00,0.07,R,F,1995-03-13,1995-01-27,1995-04-12,NONE,FOB,packages use fluffily after the carefull
